,offset
4830,36163
4831,35726
4832,36527
4833,35683
4834,36268
4835,35074
4836,36409
4837,36050
4838,35582
4839,36853
4840,36411
4841,36672
4842,35536
4843,35367
4844,37056
4845,35559
4846,36828
4847,35395
4848,35238
4849,35596
4850,35881
4851,35479
4852,35347
4853,35402
4854,36733
4855,36197
4856,37041
4857,36937
4858,36693
4859,36815
4860,36781
4861,36337
4862,35216
4863,35712
4864,35855
4865,36925
4866,36509
4867,35497
4868,35389
4869,35144
4870,35977
4871,35507
4872,35885
4873,36683
4874,35295
4875,36499
4876,36901
4877,35701
4878,36645
4879,35515
4880,36542
4881,36370
4882,35658
4883,36112
4884,36691
4885,36399
4886,35978
4887,35754
4888,35235
4889,35205
4890,35209
4891,36751
4892,35537
4893,35310
4894,36137
4895,36014
4896,36528
4897,36760
4898,36203
4899,36003
4900,35085
4901,36295
4902,37016
4903,35408
4904,36003
4905,35951
4906,36171
4907,35289
4908,35458
4909,35096
4910,35563
4911,35695
4912,35503
4913,36127
4914,36307
4915,35667
4916,36925
4917,35695
4918,35605
4919,36950
4920,35780
4921,35609
4922,35653
4923,35162
4924,35124
4925,36855
4926,35086
4927,36348
4928,36664
4929,36815
4930,35968
4931,35151
4932,35487
4933,35222
4934,35711
4935,35991
4936,36420
4937,35688
4938,35299
4939,35570
4940,36443
4941,36846
4942,35292
4943,35460
4944,35126
4945,35463
4946,36368
4947,36920
4948,35342
4949,36341
4950,36286
4951,36470
4952,36875
4953,36433
4954,37059
4955,35117
4956,35966
4957,36557
4958,35123
4959,36210
4960,35530
4961,36766
4962,36038
4963,35419
4964,36780
4965,36154
4966,37009
4967,36941
4968,35083
4969,35523
4970,35348
4971,35193
4972,35097
4973,36849
4974,35345
4975,35721
4976,36936
4977,36246
4978,35238
4979,36124
4980,36169
4981,35599
4982,35464
4983,35880
4984,35081
4985,36178
4986,35637
4987,35785
4988,35595
4989,36176
4990,35854
4991,36854
4992,35892
4993,36150
4994,36147
4995,36157
4996,36018
4997,35636
4998,35246
4999,35433
5000,36620
5001,36046
5002,36217
5003,35871
5004,35337
5005,36911
5006,36330
5007,35491
5008,36142
5009,35117
5010,36124
5011,35170
5012,36798
5013,35714
5014,35361
5015,35513
5016,35717
5017,35877
5018,35148
5019,36867
5020,35901
5021,36556
5022,36774
5023,36280
5024,36037
5025,36768
5026,36094
5027,36865
5028,36672
5029,35197
5030,36699
5031,36476
5032,35135
5033,35333
5034,36202
5035,35906
5036,36183
5037,35862
5038,36179
5039,35621
5040,36277
5041,35155
5042,35510
5043,35462
5044,35688
5045,36511
5046,35843
5047,37025
5048,35678
5049,36927
5050,36125
5051,35111
5052,36974
5053,36231
5054,35611
5055,35455
5056,36162
5057,36131
5058,36581
5059,36157
5060,36881
5061,35397
5062,35535
5063,35245
5064,35496
5065,36048
5066,35402
5067,35172
5068,36412
5069,36787
5070,35889
5071,36885
5072,35644
5073,35095
5074,35374
5075,36705
5076,35267
5077,36782
5078,37002
5079,35146
5080,36515
5081,36267
5082,35945
5083,36037
5084,37022
5085,35423
5086,36993
5087,36741
5088,35511
5089,36224
5090,36024
5091,36728
5092,36417
5093,36980
5094,35285
5095,37051
5096,36834
5097,36422
5098,35894
5099,36852
5100,35523
5101,35194
5102,35325
5103,35757
5104,36101
5105,36037
5106,36075
5107,36114
5108,36417
5109,35817
5110,35951
5111,36738
5112,36822
5113,36257
5114,35573
5115,36798
5116,37013
5117,35972
5118,35597
5119,36993
5120,35892
5121,35793
5122,35856
5123,36708
5124,36224
5125,35533
5126,35837
5127,36912
5128,36336
5129,36837
5130,35282
5131,35435
5132,36471
5133,36842
5134,36293
5135,36355
5136,36714
5137,35770
5138,35220
5139,35117
5140,35924
5141,36857
5142,36265
5143,36076
5144,35189
5145,36626
5146,36007
5147,36909
5148,35290
5149,36346
5150,36392
5151,36630
5152,37006
5153,36999
5154,35544
5155,35996
5156,35784
5157,36113
5158,35252
5159,36884
5160,35751
5161,36451
5162,35140
5163,35631
5164,36790
5165,36272
5166,36138
5167,36636
5168,36324
5169,36793
5170,35751
5171,35330
5172,36236
5173,35407
5174,35945
5175,36472
5176,35703
5177,36531
5178,35971
5179,36559
5180,35563
5181,36067
5182,36600
5183,35850
5184,35121
5185,37031
5186,36091
5187,35586
5188,35311
5189,35652
5190,35596
5191,35115
5192,36223
5193,35237
5194,35729
5195,36345
5196,36118
5197,36422
5198,35435
5199,35513
5200,35666
5201,36580
5202,35230
5203,35414
5204,35997
5205,35826
5206,35881
5207,36369
5208,36731
5209,36656
5210,37038
5211,35992
5212,36838
5213,36720
5214,36453
5215,36031
5216,36426
5217,36424
5218,36798
5219,36772
5220,35275
5221,36217
5222,36065
5223,36217
5224,35235
5225,36975
5226,36437
5227,35134
5228,35186
5229,35103
5230,35635
5231,35139
5232,35615
5233,35701
5234,35426
5235,36166
5236,36042
5237,36330
5238,36534
5239,36460
5240,35755
5241,35099
5242,35996
5243,36854
5244,35765
5245,35551
5246,36801
5247,37046
5248,35528
5249,35773
5250,36570
5251,36795
5252,36949
5253,36524
5254,35183
5255,35111
5256,35967
5257,36113
5258,35470
5259,35871
5260,35378
5261,35432
5262,35540
5263,35231
5264,35873
5265,35148
5266,35421
5267,35720
5268,35074
5269,35995
5270,36167
5271,36736
5272,36334
5273,36143
5274,35397
5275,35143
5276,36780
5277,35930
5278,35519
5279,36734
5280,36984
5281,35591
5282,36444
5283,36128
5284,37054
5285,37028
5286,35961
5287,35451
5288,36782
5289,35148
5290,36304
5291,36791
5292,36529
5293,35838
5294,35905
5295,35881
5296,36112
5297,35937
5298,35621
5299,35971
5300,35755
5301,36221
5302,36960
5303,35113
5304,35225
5305,36032
5306,36769
5307,36563
5308,36600
5309,35923
5310,35396
5311,36902
5312,35946
5313,35393
5314,36775
5315,36177
5316,36107
5317,36657
5318,36104
5319,36557
5320,36096
5321,36340
5322,35417
5323,35612
5324,35910
5325,36597
5326,36050
5327,35649
5328,37026
5329,35776
5330,36982
5331,36514
5332,36000
5333,36847
5334,35879
5335,36194
5336,35836
5337,35651
5338,35556
5339,35799
5340,36175
5341,36180
5342,36727
5343,36880
5344,36532
5345,36506
5346,36152
5347,35526
5348,35607
5349,35106
5350,36810
5351,36411
5352,35213
5353,35604
5354,36517
5355,36860
5356,35863
5357,35393
5358,35605
5359,36641
5360,36704
5361,36269
5362,35581
5363,36069
5364,35097
5365,35391
5366,36745
5367,36055
5368,35291
5369,35514
5370,35376
5371,35296
5372,35852
5373,35181
5374,35418
5375,35204
5376,35259
5377,36024
5378,36189
5379,36559
5380,36405
5381,36024
5382,36673
5383,35116
5384,35183
5385,35620
5386,35170
5387,36148
5388,36032
5389,36886
5390,36584
5391,36379
5392,35490
5393,35793
5394,36284
5395,35961
5396,35291
5397,35758
5398,36905
5399,35717
5400,36854
5401,35847
5402,36982
5403,36403
5404,35861
5405,35659
5406,35234
5407,35534
5408,36739
5409,36551
5410,35968
5411,36213
5412,35780
5413,35940
5414,35948
5415,36517
5416,36918
5417,36556
5418,36591
5419,35957
5420,36267
5421,35610
5422,35447
5423,35373
5424,36820
5425,35173
5426,35741
5427,37035
5428,35785
5429,37045
5430,35836
5431,35202
5432,36357
5433,36279
5434,36689
5435,37058
5436,35716
5437,36244
5438,36913
5439,37052
5440,35427
5441,35362
5442,36629
5443,36538
5444,36937
5445,36787
5446,36345
5447,35299
5448,36153
5449,35483
5450,36042
5451,37003
5452,36507
5453,35542
5454,35799
5455,36327
5456,36145
5457,36932
5458,36347
5459,36521
5460,35395
5461,36648
5462,35481
5463,35677
5464,35416
5465,36804
5466,36599
5467,35348
5468,36389
5469,35884
5470,35936
5471,36066
5472,35783
5473,36506
5474,36662
5475,35134
5476,36154
5477,35219
5478,35114
5479,35818
5480,35574
5481,35383
5482,35502
5483,36927
5484,35876
5485,35973
5486,36109
5487,36271
5488,35623
5489,35937
5490,36286
5491,36824
5492,35757
5493,36960
5494,36052
5495,36908
5496,35762
5497,35231
5498,36277
5499,36316
5500,35177
5501,36656
5502,35350
5503,36944
5504,36801
5505,36204
5506,36586
5507,36027
5508,37005
5509,35425
5510,35251
5511,35081
5512,35198
5513,35114
5514,35440
5515,35635
5516,35462
5517,36540
5518,36008
5519,35888
5520,36526
5521,36174
5522,36112
5523,35620
5524,36494
5525,37058
5526,36826
5527,36949
5528,36460
5529,35605
5530,36205
5531,35852
5532,36844
5533,35280
5534,36514
5535,35874
5536,36013
5537,35559
5538,35210
5539,36553
5540,36568
5541,35705
5542,35340
5543,36469
5544,36301
5545,35119
5546,36354
5547,36512
5548,35840
5549,36370
5550,35180
5551,35659
5552,35771
5553,36644
5554,36412
5555,36834
5556,36971
5557,36920
5558,35099
5559,36487
5560,36336
5561,35964
5562,35714
5563,36262
5564,35085
5565,36625
5566,36155
5567,35711
5568,36948
5569,36874
5570,36558
5571,36676
5572,35867
5573,36487
5574,36999
5575,36619
5576,36563
5577,35169
5578,36260
5579,36730
5580,36464
5581,35979
5582,36814
5583,36470
5584,36478
5585,36397
5586,35264
5587,35932
5588,35896
5589,36571
5590,35317
5591,36821
5592,36223
5593,36869
5594,35100
5595,35088
5596,36938
5597,36978
5598,36652
5599,36205
5600,36284
5601,35901
5602,36626
5603,37056
5604,35778
5605,35424
5606,35893
5607,36569
5608,35148
5609,35358
5610,36966
5611,36990
5612,36718
5613,35649
5614,36122
5615,36500
5616,36319
5617,35906
5618,36752
5619,36386
5620,35405
5621,36679
5622,36232
5623,36025
5624,36545
5625,35666
5626,36258
5627,36725
5628,37065
5629,36284
5630,35589
5631,36582
5632,36456
5633,35136
5634,36660
5635,36871
5636,35865
5637,36169
5638,36990
5639,36280
5640,35908
5641,36935
5642,35364
5643,35728
5644,35413
5645,35993
5646,35870
5647,36247
5648,36961
5649,36938
5650,36204
5651,36907
5652,37045
5653,36423
5654,35322
5655,36095
5656,36897
5657,36380
5658,35226
5659,36304
5660,36269
5661,37020
5662,36326
5663,35869
5664,35598
5665,35867
5666,36066
5667,36558
5668,35133
5669,36711
5670,36347
5671,36579
5672,35660
5673,35391
5674,36789
5675,36362
5676,36982
5677,35615
5678,35860
5679,35626
5680,35320
5681,35588
5682,37042
5683,35083
5684,37052
5685,35309
5686,36772
5687,36440
5688,36957
5689,36695
5690,36789
5691,35283
5692,36023
5693,37003
5694,35374
5695,36019
5696,35558
5697,36667
5698,35551
5699,35150
5700,35525
5701,35228
5702,35286
5703,36733
5704,36973
5705,35262
5706,36555
5707,35141
5708,36250
5709,36411
5710,35298
5711,35154
5712,35581
5713,35914
5714,35365
5715,36734
5716,35775
5717,35298
5718,35167
5719,36790
5720,36699
5721,36928
5722,35862
5723,37061
5724,36691
5725,36322
5726,36343
5727,36747
5728,35522
5729,35391
5730,36163
5731,36240
5732,36067
5733,36857
5734,36837
5735,36999
5736,35416
5737,35786
5738,36762
5739,36303
5740,35880
5741,36758
5742,36114
5743,36685
5744,36697
5745,36222
5746,36433
5747,35415
5748,35732
5749,36150
5750,36818
5751,35209
5752,36971
5753,36353
5754,36720
5755,36604
5756,35166
5757,37023
5758,35096
5759,36720
5760,36243
5761,35675
5762,35268
5763,35987
5764,35243
5765,35066
5766,36849
5767,36422
5768,35162
5769,36584
5770,35640
5771,36188
5772,35689
5773,36276
5774,36974
5775,36339
5776,37003
5777,36617
5778,36671
5779,35586
5780,36004
5781,35849
5782,35305
5783,36728
5784,37038
5785,36385
5786,35522
5787,35691
5788,36378
5789,36427
5790,36659
5791,35322
5792,36108
5793,36092
5794,36878
5795,36591
5796,36987
5797,35114
5798,35814
5799,36850
5800,36517
5801,35979
5802,35258
5803,35947
5804,36727
5805,36441
5806,35383
5807,35627
5808,35298
5809,35829
5810,35581
5811,36620
5812,36748
5813,35497
5814,35737
5815,36953
5816,36335
5817,35353
5818,36208
5819,35521
5820,36990
5821,36323
5822,35080
5823,35536
5824,36514
5825,36785
5826,36053
5827,35799
5828,36378
5829,35325
5830,35901
5831,36435
5832,35767
5833,35940
5834,36908
5835,36342
5836,35966
5837,35294
5838,35577
5839,35173
5840,36145
5841,35669
5842,36534
5843,36120
5844,35717
5845,35472
5846,37065
5847,35491
5848,35534
5849,36777
5850,36571
5851,35560
5852,35835
5853,35775
5854,35590
5855,36849
5856,35068
5857,36072
5858,36646
5859,36102
5860,35352
5861,35940
5862,36631
5863,36055
5864,35250
5865,36122
5866,36702
5867,36769
5868,35630
5869,35269
5870,35514
5871,35287
5872,35937
5873,35894
5874,35356
5875,35299
5876,36430
5877,35965
5878,36750
5879,36125
5880,36429
5881,37013
5882,36698
5883,35508
5884,35395
5885,35506
5886,35623
5887,35813
5888,36779
5889,36505
5890,35733
5891,35776
5892,36594
5893,35580
5894,36225
5895,36610
5896,35370
5897,35128
5898,35518
5899,35591
5900,36955
5901,36052
5902,36912
5903,36664
5904,36285
5905,36162
5906,35097
5907,35765
5908,35099
5909,36927
5910,36985
5911,36780
5912,36700
5913,35422
5914,36494
5915,35476
5916,35596
5917,36381
5918,36925
5919,35536
5920,35214
5921,35937
5922,36474
5923,35820
5924,36474
5925,35823
5926,36606
5927,36729
5928,36634
5929,35453
5930,35281
5931,37035
5932,35074
5933,36975
5934,35868
5935,35759
5936,36238
5937,35740
5938,36466
5939,36692
5940,35905
5941,35767
5942,36270
5943,36681
5944,36480
5945,35592
5946,37000
5947,35889
5948,36609
5949,36323
5950,35629
5951,36648
5952,35788
5953,36321
5954,35218
5955,36967
5956,36712
5957,36955
5958,36794
5959,35960
5960,35521
5961,36319
5962,36031
5963,36869
5964,35773
5965,36647
5966,35644
5967,36533
5968,35124
5969,35282
5970,36282
5971,36152
5972,37011
5973,35175
5974,35415
5975,36339
5976,36609
5977,35526
5978,36648
5979,36869
5980,36161
5981,35964
5982,36801
5983,35666
5984,35931
5985,35881
5986,36337
5987,35074
5988,35204
5989,35877
5990,35377
5991,36562
5992,36267
5993,35490
5994,36789
5995,36934
5996,36036
5997,36437
5998,36976
5999,35871
6000,36076
6001,35267
6002,35904
6003,36943
6004,36669
6005,36388
6006,36950
6007,35402
6008,36910
6009,36527
6010,36415
6011,36074
6012,35505
6013,36408
6014,35697
6015,37048
6016,36206
6017,36659
6018,35139
6019,36827
6020,35676
6021,35665
6022,36678
6023,35349
6024,35579
6025,36750
6026,36392
6027,36118
6028,35687
6029,36039
6030,35338
6031,35958
6032,35747
6033,36132
6034,35722
6035,35496
6036,35634
6037,35146
6038,35701
6039,36093
6040,36946
6041,36828
6042,36242
6043,35668
6044,36083
6045,35677
6046,35606
6047,35392
6048,35658
6049,35603
6050,36702
6051,36899
6052,35749
6053,37060
6054,35370
6055,35595
6056,35858
6057,36870
6058,36444
6059,35970
6060,36991
6061,36411
6062,36770
6063,36884
6064,36078
6065,36541
6066,35410
6067,36897
6068,36879
6069,35850
6070,35146
6071,35254
6072,36258
6073,35486
6074,37054
6075,36970
6076,35714
6077,35169
6078,36135
6079,36592
6080,35690
6081,35147
6082,35915
6083,36693
6084,35287
6085,37022
6086,36329
6087,36347
6088,36501
6089,35728
6090,35329
6091,36952
6092,35086
6093,35770
6094,35559
6095,36344
6096,35790
6097,36128
6098,35954
6099,36985
6100,36523
6101,35558
6102,36130
6103,35236
6104,35131
6105,35750
6106,35103
6107,36401
6108,35973
6109,35118
6110,35410
6111,36892
6112,36720
6113,36868
6114,36592
6115,35640
6116,36711
6117,36437
6118,36328
6119,36764
6120,35493
6121,36810
6122,36687
6123,35943
6124,35657
6125,36354
6126,35402
6127,35154
6128,35144
6129,36083
6130,35864
6131,36847
6132,37020
6133,36173
6134,36466
6135,36923
6136,36416
6137,35293
6138,35843
6139,35654
6140,35958
6141,36927
6142,35167
6143,35534
6144,35748
6145,35923
6146,36268
6147,36244
6148,36062
6149,36293
6150,35481
6151,36251
6152,36112
6153,36445
6154,35247
6155,35754
6156,36695
6157,36364
6158,35893
6159,36838
6160,36405
6161,35432
6162,36663
6163,36998
6164,35547
6165,36124
6166,37005
6167,36774
6168,37010
6169,36058
6170,36840
6171,35212
6172,36708
6173,36374
6174,35923
6175,36454
6176,35874
6177,35511
6178,35588
6179,36658
6180,35068
6181,35642
6182,35131
6183,35597
6184,36664
6185,35239
6186,35433
6187,36332
6188,35582
6189,36613
6190,35984
6191,36486
6192,35955
6193,35690
6194,35270
6195,35673
6196,36680
6197,35175
6198,36042
6199,35424
6200,36737
6201,35586
6202,36188
6203,35492
6204,35323
6205,35151
6206,36443
6207,35882
6208,36193
6209,35085
6210,36226
6211,36095
6212,35673
6213,35070
6214,36553
6215,35846
6216,35761
6217,35263
6218,35590
6219,35396
6220,36289
6221,36492
6222,35474
6223,35213
6224,35423
6225,36663
6226,36501
6227,36458
6228,36247
6229,36377
6230,35837
6231,36152
6232,36225
6233,36544
6234,35112
6235,35516
6236,36952
6237,35896
6238,36461
6239,35101
6240,36440
6241,35073
6242,36145
6243,35916
6244,36630
6245,36328
6246,36699
6247,37042
6248,36647
6249,36783
6250,35424
6251,35174
6252,36579
6253,36943
6254,36661
6255,35875
6256,36402
6257,35913
6258,35455
6259,35390
6260,35519
6261,35252
6262,36317
6263,35990
6264,36170
6265,36179
6266,35749
6267,36810
6268,36428
6269,36426
6270,35577
6271,35457
6272,36103
6273,36285
6274,35588
6275,36745
6276,35860
6277,35571
6278,36439
6279,35663
6280,36333
6281,35592
6282,36894
6283,37055
6284,36524
6285,35366
6286,36523
6287,36360
6288,35609
6289,35805
6290,36249
6291,36549
6292,35629
6293,36089
6294,36377
6295,35513
6296,36647
6297,36825
6298,35452
6299,36164
6300,36420
6301,35109
6302,35280
6303,35512
6304,35629
6305,35410
6306,36576
6307,35724
6308,35514
6309,35398
6310,36403
6311,36386
6312,35132
6313,36311
6314,35513
6315,35859
6316,35601
6317,35592
6318,35499
6319,36365
6320,35600
6321,35834
6322,35150
6323,36637
6324,35132
6325,36834
6326,35380
6327,36538
6328,36082
6329,36988
6330,35959
6331,35682
6332,37012
6333,36808
6334,35815
6335,35895
6336,36659
6337,36822
6338,35794
6339,36329
6340,35470
6341,35651
6342,36938
6343,35638
6344,36703
6345,36820
6346,35606
6347,36054
6348,36330
6349,35377
6350,36672
6351,36253
6352,35795
6353,35354
6354,35863
6355,35190
6356,35212
6357,35597
6358,35219
6359,36652
6360,36075
6361,35491
6362,35994
6363,36833
6364,35694
6365,35147
6366,35615
6367,35755
6368,36792
6369,35073
6370,36764
6371,36473
6372,36454
6373,36324
6374,36079
6375,36671
6376,35948
6377,36735
6378,36850
6379,36924
6380,35948
6381,35932
6382,36609
6383,35815
6384,36975
6385,36311
6386,36539
6387,36060
6388,36621
6389,35461
6390,36584
6391,35950
6392,36830
6393,35866
6394,35657
6395,36885
6396,35261
6397,35230
6398,37024
6399,36553
6400,35394
6401,36510
6402,35755
6403,36936
6404,35813
6405,36229
6406,35944
6407,36509
6408,35847
6409,35317
6410,36784
6411,36854
6412,35835
6413,35171
6414,35953
6415,36310
6416,35476
6417,35295
6418,35534
6419,36824
6420,36473
6421,36043
6422,35850
6423,35419
6424,36470
6425,35337
6426,35515
6427,36333
6428,35261
6429,36483
6430,35775
6431,35726
6432,36100
6433,35965
6434,36723
6435,36641
6436,36839
6437,35406
6438,35839
6439,36356
6440,36995
6441,36056
6442,36218
6443,37032
6444,35442
6445,35141
6446,36096
6447,35471
6448,36457
6449,35576
6450,36627
6451,35333
6452,35309
6453,35625
6454,37056
6455,36998
6456,36205
6457,35091
6458,35075
6459,35826
6460,35649
6461,36768
6462,36769
6463,35504
6464,35176
6465,36975
6466,35703
6467,36409
6468,36454
6469,35368
6470,35325
6471,35202
6472,36535
6473,35385
6474,36272
6475,35921
6476,35614
6477,36632
6478,36724
6479,35332
6480,35214
6481,36909
6482,35460
6483,36953
6484,36630
6485,35394
6486,36297
6487,35918
6488,35508
6489,36665
6490,35869
6491,36173
6492,36802
6493,36068
6494,35419
6495,36300
6496,35196
6497,36710
6498,36085
6499,35562
6500,35482
6501,35214
6502,36462
6503,35375
6504,35565
6505,36908
6506,35452
6507,36314
6508,36322
6509,36500
6510,37030
6511,35366
6512,36187
6513,35596
6514,37043
6515,35198
6516,36641
6517,36604
6518,36814
6519,36240
6520,36943
6521,35827
6522,35226
6523,35793
6524,36146
6525,35635
6526,35432
6527,36409
6528,36226
6529,36026
6530,35952
6531,36669
6532,36205
6533,36943
6534,36244
6535,36519
6536,36211
6537,35517
6538,36964
6539,35323
6540,36199
6541,36271
6542,35305
6543,36693
6544,36876
6545,35956
6546,36583
6547,35942
6548,35818
6549,35523
6550,35973
6551,36447
6552,36216
6553,37011
6554,35867
6555,35746
6556,36436
6557,36226
6558,35440
6559,35172
6560,36633
6561,36944
6562,35164
6563,35817
6564,36832
6565,36332
6566,36013
6567,35395
6568,36423
6569,36539
6570,36020
6571,36238
6572,35829
6573,35786
6574,35384
6575,36001
6576,35476
6577,36183
6578,36042
6579,36162
6580,35642
6581,36289
6582,35491
6583,35325
6584,36312
6585,35516
6586,35643
6587,35281
6588,36769
6589,36426
6590,35245
6591,36408
6592,35529
6593,36798
6594,35934
6595,36113
6596,35503
6597,36439
6598,36779
6599,35680
6600,36073
6601,36533
6602,35191
6603,35834
6604,35482
6605,36367
6606,36495
6607,35174
6608,35697
6609,36594
6610,35678
6611,36337
6612,35496
6613,35942
6614,35090
6615,36617
6616,36000
6617,35731
6618,35924
6619,35564
6620,36391
6621,35280
6622,35410
6623,36100
6624,35169
6625,36578
6626,35847
6627,37004
6628,35398
6629,36975
6630,36773
6631,35100
6632,36118
6633,36080
6634,36964
6635,36058
6636,35820
6637,36189
6638,36822
6639,35938
6640,35123
6641,36964
6642,36386
6643,36281
6644,36429
6645,35957
6646,35862
6647,37036
6648,35551
6649,36125
6650,35081
6651,36211
6652,36349
6653,35153
6654,37041
6655,36791
6656,36402
6657,36874
6658,35474
6659,36390
6660,36781
6661,35711
6662,35138
6663,37063
6664,36799
6665,36931
6666,35341
6667,35963
6668,36787
6669,36504
6670,35430
6671,35990
6672,35364
6673,35359
6674,35580
6675,36097
6676,35847
6677,36482
6678,35255
6679,36114
6680,35317
6681,35210
6682,36491
6683,37004
6684,35850
6685,36782
6686,36056
6687,35815
6688,35496
6689,35142
6690,36150
6691,35903
6692,35516
6693,37037
6694,36050
6695,37018
6696,35469
6697,35410
6698,35549
6699,35468
6700,36150
6701,37065
6702,36432
6703,35758
6704,36380
6705,36490
6706,35676
6707,36967
6708,36042
6709,36756
6710,36783
6711,36712
6712,36646
6713,36319
6714,36241
6715,36719
6716,36101
6717,35546
6718,36620
6719,36916
6720,36922
6721,35501
6722,35641
6723,35317
6724,37050
6725,36641
6726,36232
6727,35085
6728,36619
6729,35140
6730,36341
6731,35710
6732,35247
6733,36690
6734,36146
6735,36397
6736,35430
6737,35999
6738,36172
6739,35229
6740,35904
6741,36541
6742,35352
6743,36741
6744,36179
6745,35153
6746,36685
6747,36985
6748,36528
6749,36928
6750,35352
6751,35719
6752,36982
6753,36431
6754,36973
6755,36592
6756,35799
6757,35990
6758,36596
6759,35455
6760,36893
6761,35884
6762,36014
6763,36787
6764,36710
6765,35240
6766,36823
6767,35872
6768,35814
6769,35085
6770,35648
6771,35498
6772,36261
6773,35794
6774,35831
6775,36773
6776,37031
6777,36345
6778,35080
6779,35259
6780,35977
6781,36696
6782,36789
6783,36619
6784,35895
6785,35693
6786,36498
6787,35419
6788,35677
6789,36570
6790,37043
6791,36985
6792,36399
6793,35514
6794,36589
6795,35740
6796,36932
6797,35745
6798,35498
6799,37045
6800,35148
6801,35169
6802,37029
6803,35103
6804,36513
6805,35437
6806,36296
6807,36012
6808,35729
6809,37043
6810,36526
6811,35140
6812,35609
6813,36698
6814,36280
6815,36141
6816,36914
6817,36888
6818,35621
6819,37039
6820,35199
6821,36535
6822,36376
6823,35576
6824,36871
6825,36929
6826,36835
6827,35089
6828,35331
6829,36604
6830,35911
6831,35776
6832,35617
6833,36720
6834,36873
6835,36808
6836,36085
6837,35144
6838,35855
6839,35291
6840,35690
6841,36482
6842,35923
6843,36603
6844,35573
6845,35534
6846,36125
6847,36259
6848,35957
6849,36226
6850,35605
6851,35086
6852,35076
6853,36715
6854,35375
6855,36664
6856,36037
6857,36516
6858,36629
6859,36956
6860,36987
6861,35370
6862,36962
6863,36882
6864,36875
6865,35781
6866,35223
6867,37019
6868,36289
6869,36966
6870,36796
6871,35571
6872,36205
6873,36384
6874,36848
6875,36191
6876,35381
6877,35336
6878,35886
6879,35349
6880,36316
6881,36487
6882,36563
6883,37031
6884,35741
6885,35462
6886,35330
6887,35345
6888,36310
6889,36878
6890,36474
6891,36863
6892,35303
6893,35325
6894,36652
6895,35133
6896,36285
6897,35634
6898,35624
6899,35786
6900,35080
6901,36905
6902,35362
6903,36499
6904,36775
6905,35082
6906,35195
6907,36699
6908,35999
6909,36994
6910,36532
6911,35951
6912,36527
6913,35879
6914,35698
6915,36467
6916,35338
6917,35867
6918,35937
6919,36612
6920,35802
6921,36670
6922,35982
6923,35781
6924,35663
6925,36876
6926,36038
6927,35445
6928,37060
6929,35615
6930,35081
6931,35702
6932,35535
6933,36488
6934,36803
6935,35173
6936,36087
6937,35187
6938,36670
6939,35080
6940,35227
6941,36281
6942,36013
6943,35070
6944,37064
6945,36675
6946,36370
6947,35567
6948,35336
6949,36522
6950,35867
6951,36713
6952,36569
6953,36328
6954,37020
6955,35860
6956,35520
6957,36280
6958,36810
6959,36794
6960,36329
6961,35631
6962,35440
6963,36545
6964,35511
6965,35395
6966,35250
6967,36878
6968,36913
6969,36944
6970,35741
6971,35775
6972,35241
6973,35314
6974,36974
6975,36709
6976,36898
6977,36204
6978,35537
6979,35484
6980,35737
6981,36693
6982,36212
6983,36163
6984,35982
6985,36688
6986,36654
6987,36510
6988,35234
6989,35948
6990,36235
6991,35794
6992,36996
6993,36893
6994,35403
6995,35435
6996,36330
6997,35273
6998,35790
6999,36823
7000,35443
7001,36472
7002,36855
7003,36960
7004,36075
7005,36315
7006,35227
7007,35999
7008,35948
7009,35512
7010,35194
7011,35203
7012,36428
7013,36363
7014,35580
7015,35737
7016,35867
7017,36784
7018,35819
7019,36256
7020,35733
7021,35946
7022,36123
7023,36336
7024,36291
7025,36398
7026,35209
7027,35454
7028,36894
7029,35908
7030,35776
7031,36143
7032,36574
7033,36083
7034,35774
7035,36484
7036,35309
7037,35981
7038,35739
7039,35082
7040,35526
7041,37017
7042,35687
7043,35906
7044,36433
7045,37014
7046,36454
7047,35351
7048,35457
7049,35634
7050,36509
7051,36107
7052,36326
7053,35159
7054,35397
7055,36792
7056,36252
7057,35699
7058,35181
7059,36417
7060,35292
7061,35609
7062,36371
7063,36272
7064,35293
7065,36985
7066,35433
7067,36511
7068,36376
7069,36208
7070,35991
7071,36232
7072,36925
7073,35572
7074,36971
7075,36024
7076,35947
7077,35176
7078,35353
7079,36074
7080,36713
7081,37047
7082,35801
7083,36095
7084,35662
7085,36589
7086,35833
7087,36913
7088,35247
7089,36224
7090,35960
7091,35330
7092,36467
7093,36491
7094,36107
7095,35542
7096,35941
7097,36061
7098,35193
7099,36274
7100,36546
7101,36909
7102,36799
7103,35805
7104,36154
7105,36131
7106,35444
7107,35191
7108,36511
7109,35482
7110,35453
7111,35103
7112,35775
7113,35551
7114,35554
7115,36518
7116,36144
7117,36143
7118,36395
7119,35906
7120,36208
7121,35914
7122,35403
7123,36672
7124,35545
7125,35066
7126,35514
7127,36997
7128,36110
7129,36155
7130,37038
7131,35181
7132,36407
7133,35383
7134,36825
7135,36188
7136,35249
7137,36700
7138,35115
7139,35356
7140,36180
7141,35610
7142,35535
7143,35803
7144,35746
7145,36562
7146,35347
7147,35257
7148,35588
7149,36864
7150,37056
7151,35910
7152,35793
7153,36281
7154,36846
7155,35151
7156,36188
7157,35192
7158,36813
7159,36443
7160,36003
7161,35142
